observations,case_clusters,required_record_coverage_mean,all_required_records_covered,deterministic_record_binding,decision_code_accuracy,structured_outcome_accuracy,required_reason_accuracy,raw_candidate_validation_accuracy,generation_success,claims
150,30,0.9686666666666663,"{""numerator"":129,""denominator"":150,""estimate"":0.86,""ci_lower"":0.76,""ci_upper"":0.9466666666666667,""case_clusters"":30,""ci_method"":""case-cluster-bootstrap""}","{""numerator"":150,""denominator"":150,""estimate"":1,""ci_lower"":0.8864866068260312,""ci_upper"":1,""case_clusters"":30,""ci_method"":""case-cluster-boundary-wilson""}","{""numerator"":150,""denominator"":150,""estimate"":1,""ci_lower"":0.8864866068260312,""ci_upper"":1,""case_clusters"":30,""ci_method"":""case-cluster-boundary-wilson""}","{""numerator"":150,""denominator"":150,""estimate"":1,""ci_lower"":0.8864866068260312,""ci_upper"":1,""case_clusters"":30,""ci_method"":""case-cluster-boundary-wilson""}","{""numerator"":150,""denominator"":150,""estimate"":1,""ci_lower"":0.8864866068260312,""ci_upper"":1,""case_clusters"":30,""ci_method"":""case-cluster-boundary-wilson""}","{""numerator"":11,""denominator"":150,""estimate"":0.07333333333333333,""ci_lower"":0.013333333333333334,""ci_upper"":0.15333333333333332,""case_clusters"":30,""ci_method"":""case-cluster-bootstrap""}","{""numerator"":11,""denominator"":150,""estimate"":0.07333333333333333,""ci_lower"":0.013333333333333334,""ci_upper"":0.15333333333333332,""case_clusters"":30,""ci_method"":""case-cluster-bootstrap""}",653
